author,author_followers,author_likes,author_videos,body,timestamp,is_duet,tiktok_url,likes,comments,shares,plays
warnermaria,428262,296151,134,Medical resource purpose trade show boy it similar strategy. 🧑🏾‍🌾 🐾 thought no chair everybody traditional,2024-04-09 23:32:07.174140,False,https://www.tiktok.com/IPypBlVoAi,11179,4929,7290,426144
keith42,745692,744732,401,Expect mission yet himself society effort sit least middle can four. father policy,2024-04-19 11:33:28.644484,False,https://www.tiktok.com/WOpXmMxldG,3831,6327,9504,101946
amy41,27563,149927,651,Case focus mind serious against city cause available decide rather growth. affect woman lot,2024-04-10 00:31:52.690914,False,https://www.tiktok.com/QeSQkioEUZ,59500,4487,7623,998591
joel69,919112,52187,597,Prove respond almost by owner free visit two. 💇 🧎🏾‍♂️ 📄 write common,2024-04-17 09:41:51.658860,False,https://www.tiktok.com/mgMjRGLhUa,73334,2662,2600,856318
josephlevine,929666,204886,107,Claim should professional owner star weight cover. 🧎🏽 👕 🧑🏾‍🏭 low throw,2024-04-21 15:12:28.221531,False,https://www.tiktok.com/VVAvHymRGo,6553,3620,6408,487342
austinlucas,370193,988453,735,Exactly student three sport what war either structure treat product about. win bank guess huge,2024-04-18 19:09:09.857237,True,https://www.tiktok.com/MRSIyoAFUv,84118,7005,1936,315717
willie58,612282,181716,541,Set any join old few suffer base sport class. ⛑️ 👨🏿‍❤️‍💋‍👨🏾 each true fear notice physical,2024-04-07 10:26:40.617252,False,https://www.tiktok.com/bGFBbOuSgS,63066,6335,1436,633750
andreabaker,833240,52453,279,Difficult adult least protect benefit about wide image life. character old second like,2024-04-14 11:00:57.801655,True,https://www.tiktok.com/BROAZqeusf,21624,9386,1141,368424
kevinvance,857433,952172,256,Turn able step back central state something student. area,2024-04-23 17:47:57.100329,False,https://www.tiktok.com/tBFXEqOesg,65182,1292,7305,773396
psmith,949061,968030,756,Exist value hour system affect every. 📀 so Republican dog number believe,2024-05-01 04:21:04.825749,False,https://www.tiktok.com/ZyBZuTJstL,69252,5637,4621,564552
dickersonanthony,971830,263090,741,Loss degree purpose soon experience sea. 🧑🏼‍🤝‍🧑🏽 👩🏾‍❤️‍👨🏻 bag light owner action,2024-04-21 11:25:13.149169,False,https://www.tiktok.com/fGWOHCptas,64116,5297,6581,690108
walkerjacob,592137,444897,33,Physical approach by attack easy she investment Mrs. 👩🏻‍❤️‍💋‍👨🏽 #LoveYouTikTok #foryou #relationshipgoals,2024-04-29 17:47:59.266240,True,https://www.tiktok.com/JIniACrNPK,30826,7983,3270,751259
xortega,77579,902826,354,Five somebody up president always social subject guy half even. 👩🏾‍🤝‍👨🏿 👊🏼 🙋🏻‍♀️ ask,2024-04-09 17:21:49.345200,False,https://www.tiktok.com/ihhcBihKls,12192,1676,4416,501858
dmerritt,529238,177792,774,Arm factor I couple others decade cultural. 🧑🏽‍🦰 rock,2024-04-24 19:05:54.171833,False,https://www.tiktok.com/hZANcdpzhA,80394,2841,1918,740651
umartinez,645600,317873,61,Between design student crime range provide always consider. 🧖🏿 product,2024-04-18 15:29:56.573415,True,https://www.tiktok.com/wNQaTgiLUH,98098,810,6131,95664
thomasramirez,139109,885957,946,Road kid rock size Mrs partner safe young southern organization. customer yes good stay,2024-04-08 05:42:24.968346,False,https://www.tiktok.com/tsiYzxZFii,97707,9663,1553,271149
chelseazuniga,787006,787495,456,Opportunity figure new though professional also article save drop as. 👩🏽‍💻 ⛈️ 🤸‍♀️ sign,2024-04-25 04:51:13.482349,True,https://www.tiktok.com/OqLagScTCK,75435,9088,7662,981216
blairgina,834750,420882,644,Process produce even east herself might go bring which. cut late street bill,2024-04-09 02:51:43.528316,True,https://www.tiktok.com/qKfQakLjcu,6535,4536,5906,353244
kimberly47,632430,132536,440,Billion skill interview next protect close. ready edge now relationship,2024-04-13 02:31:24.349499,True,https://www.tiktok.com/geGKQdnigB,39930,6800,6695,476319
wilsonlindsey,553091,821336,995,Fight table surface fish reveal magazine. ☠️ #food #forever,2024-04-09 05:34:54.103001,False,https://www.tiktok.com/DAOuAHfKjh,85499,6128,5417,1569
janice86,60027,37676,395,Offer speak blue expert century event four bag TV without free report. surface someone painting how,2024-04-09 10:07:44.484665,False,https://www.tiktok.com/NxNUWZbbVi,91168,2484,2287,331330
manningthomas,429536,176576,90,Lawyer person indicate south series center. 🧘🏽‍♀️ material behind,2024-04-27 18:45:33.606966,False,https://www.tiktok.com/FiDNlvlLqu,41108,2061,4341,9093
kelsey48,997733,731767,561,Lay loss song cut Mr here according ground rest house. 🤚 involve team,2024-04-08 08:01:44.146942,False,https://www.tiktok.com/tGipXjelOb,65926,5035,8610,970225
stevenmiranda,70534,42168,516,Name investment available rather my similar movement. quickly,2024-05-01 06:42:00.745466,True,https://www.tiktok.com/rUfiCTHQbs,36916,1725,9987,299098
nmarshall,333999,104019,116,Beautiful husband forward light great one. 👩🏼‍❤️‍👨🏽 🌠 🏔️ wear,2024-04-27 21:54:33.757497,True,https://www.tiktok.com/ryGfsCQFyb,54504,2443,3187,875779
ctodd,681453,593635,65,Address to party international market tend pretty speech that. 🦼 ➿ 🧑🏻 turn skill ready,2024-04-25 18:29:28.462505,False,https://www.tiktok.com/AywBpDUKRW,18591,3079,4647,192903
tandrews,253364,809449,847,Station evidence ready manage admit game city public explain special foot through street. #kiss #music,2024-04-18 07:47:00.661658,True,https://www.tiktok.com/MHdDccVuRB,66066,7385,440,926231
cedwards,451879,435737,152,Put pattern society according city move black. #music,2024-04-22 18:40:14.906696,False,https://www.tiktok.com/LaFNMkUvrt,91018,601,6916,711933
tammy06,836899,414893,115,Power happy loss candidate stay free marriage capital majority two. 👲🏿 🧟 ▪️ smile,2024-04-17 07:33:19.263798,True,https://www.tiktok.com/dCcnVecSoa,61848,8595,4312,804629
kevinbutler,971556,686303,898,Tax common seek eat break society. 🦖 perhaps area bring,2024-04-28 11:25:43.693696,False,https://www.tiktok.com/qRpNPkRUxg,78078,956,8880,12553
harrisamanda,849384,843392,783,Democrat dinner election middle else sister away appear. 🚆 🧚🏾‍♀️ to prevent,2024-05-01 08:11:33.029970,True,https://www.tiktok.com/pGpDRYlYxR,40351,3608,4231,186063
parkswilliam,511164,744568,137,There return bad important those plan nothing budget help station else method ahead later. method,2024-04-29 04:23:49.154731,True,https://www.tiktok.com/xUyUEDlLrH,44066,3039,5199,102796
owong,95953,631964,846,Night money I job question animal kitchen. #dance #travel #dancelife,2024-04-14 22:53:14.409123,True,https://www.tiktok.com/ipkzXQtJHs,1345,3557,1168,958943
james01,561385,92342,335,Along fear environment but firm cover door than see. especially claim despite why,2024-04-16 09:29:20.984233,False,https://www.tiktok.com/jAFUDGJSNh,19224,9857,1032,443825
tperez,241131,564857,261,Attorney we edge let hundred face number. ✊🏼 role leader,2024-04-12 11:42:29.371110,False,https://www.tiktok.com/XTiWCgBnRw,42370,8359,5349,868659
john35,238916,327195,145,Through girl scene risk of power under five remain kid happen instead. back road accept realize,2024-04-23 21:09:04.488353,False,https://www.tiktok.com/IWyjqHpYIJ,58301,7694,2997,895738
kbennett,322708,884402,833,Yard include from economic act father represent success south wind early success. style imagine use,2024-04-21 08:30:43.295447,True,https://www.tiktok.com/UuooOPpGcQ,60668,77,4200,997476
blackvickie,299576,214412,212,Remain reason everybody simply yourself local. citizen police nearly pick local,2024-04-05 18:52:14.827477,True,https://www.tiktok.com/gnZqoXzOIt,38248,4867,8193,20457
rebeccawilson,881863,36257,460,Spend player store federal wear various something common garden easy. two goal house,2024-04-10 07:38:18.968513,False,https://www.tiktok.com/JBeVkDwIMx,88836,1175,4611,54585
gregory92,569009,403905,56,Speak though others wife over name speak no force. reach,2024-05-03 01:16:35.445897,True,https://www.tiktok.com/lVCTdsMCnG,95479,2952,6876,300966
sarah53,643845,954799,731,Study account might bank two him field remain. 🧘🏻 🚔 unit list where,2024-04-08 18:15:47.662078,True,https://www.tiktok.com/bTlSsXEzLR,92735,6129,5075,315085
orobbins,282290,60669,17,Less join seem look anyone certainly on cell ready. 🧼 both shoulder near institution require,2024-04-18 05:46:07.683350,True,https://www.tiktok.com/AhRMkHstoU,9396,1981,2163,909895
collinsjennifer,634887,473573,986,Consider Republican explain door same price head. #bellydance,2024-04-12 13:30:31.149018,True,https://www.tiktok.com/QqorcQxORH,36100,793,5510,192895
esteskaren,724425,649982,105,Feel action lead food coach member building majority throughout eat talk. tree girl society throw another,2024-05-01 15:01:24.557790,False,https://www.tiktok.com/qVVtCfWdCq,24435,2228,1325,205321
shannonwolf,801822,426358,430,At water top environment threat party. whom player anything evidence community,2024-04-30 15:34:20.432008,True,https://www.tiktok.com/JPzJOwJfFW,53056,3781,764,95289
james67,895686,996908,662,Half wind nothing toward some white within hit adult official strategy bed animal. able event feeling test child,2024-04-21 03:18:37.168697,True,https://www.tiktok.com/KFlLswuzMW,95560,1152,7311,691333
cheryl38,31173,820802,671,Many provide southern worry fast newspaper statement color another more whatever. 🔠 🧜🏾‍♀️ 👩🏻‍❤️‍👨🏾 #food #love,2024-04-19 06:13:20.204570,False,https://www.tiktok.com/joBcSXyAkZ,97813,2665,8752,130479
michele39,738481,122533,266,Charge couple plant home sound form bit song dream hit will necessary. 🧖🏿‍♀️ 🇯🇴 social high including sound baby,2024-04-05 18:36:33.010751,False,https://www.tiktok.com/DGmgPDyaRK,53667,5869,4154,226091
lopezkim,459884,806802,142,Idea scene soldier admit environment our water themselves action responsibility. second I watch six,2024-05-04 18:58:57.257399,False,https://www.tiktok.com/WZGZTxboVl,2795,8638,2961,918396
piercekyle,765602,373329,994,Bit scene break establish law continue everyone camera president treat rich green. sea try even near,2024-04-15 18:27:56.345527,True,https://www.tiktok.com/CRihRtYfyu,87140,3233,6888,391763
collinskathleen,178731,941657,140,Great station power share star also together make. 👨🏻‍⚕️ 👩‍🏫 🚬 game professor player order receive,2024-04-07 09:35:16.602176,True,https://www.tiktok.com/lbWXiucUOe,99384,3547,6900,738031
margaretjones,975807,520600,129,Tree various teach similar nation oil sell high each contain term approach east. #instalove,2024-04-18 00:28:40.082223,False,https://www.tiktok.com/UHOtHiguRR,76632,9299,2456,620109
tina90,665036,223232,341,Law bill television eight hospital safe PM picture radio sometimes TV sit. 👨🏼‍🦰 👩🏿‍🦰 📖 provide ahead,2024-04-28 21:41:04.166716,True,https://www.tiktok.com/FBBvUvEqDR,57510,4474,6210,874290
samantha29,927521,12790,209,Discuss ball rock conference outside should skin this road. #dance #bellydance #relationshipgoals,2024-04-13 02:24:38.251809,False,https://www.tiktok.com/yRvVeBtwqB,24354,4949,8922,471672
melissaporter,391278,502249,119,Be ok guy force too beautiful player game down money beat. evening remember task,2024-04-18 07:14:25.313443,True,https://www.tiktok.com/wjYHzVZsqM,35573,1396,9389,92825
kallison,424159,276712,778,Guy human just body message discover over work project few when outside write. hard without imagine improve know,2024-05-03 09:19:28.377193,False,https://www.tiktok.com/uXLvpZzngc,1458,8749,6219,892603
heidilewis,676108,104084,30,Ever high just prove forget middle reveal administration experience. provide across letter,2024-04-16 05:36:11.511236,True,https://www.tiktok.com/IpoBxXfYzu,2116,3781,9654,29220
smithlisa,471630,335952,95,Development capital all inside sing future attorney cup read century win dinner. radio turn,2024-05-03 20:30:48.239961,False,https://www.tiktok.com/wsqFDOMwbG,96016,8933,4398,527961
richard58,413759,648555,916,Effort hope between process bring usually word lead. 👩🏻‍🎤 👰🏾 whom education start crime race,2024-04-23 12:33:35.075993,False,https://www.tiktok.com/FnVCUTbCiu,65360,9536,175,766425
sweeneyjason,19072,708950,832,Everyone recent argue society lot there various study debate room western scientist actually one. #dance #dancer #fyp,2024-04-24 14:16:09.708436,True,https://www.tiktok.com/JKEkrmMOof,17495,3966,1128,645102
scott81,793753,948708,548,General while executive recent per energy future cup idea tough best. #dancelife #happiness #LoveYouTikTok,2024-04-24 15:42:19.676598,False,https://www.tiktok.com/UHXAhSTGwl,56158,618,9206,744827
kellygeorge,514035,952846,851,Range interesting purpose behavior building popular. 🧝🏾‍♂️ 🚶🏾 happen term well,2024-04-19 14:12:31.216183,True,https://www.tiktok.com/YuhbdTTfvH,17912,5565,5338,816448
agarcia,560089,447352,420,Experience bad everyone color employee point Mrs need four business support ever gas. 🤏🏼 🔧 #️⃣ why traditional budget hour pay,2024-04-13 23:37:18.966202,False,https://www.tiktok.com/yMTyJXOIEA,6733,2293,3933,106439
bernardjohn,384758,982257,775,Receive important she night quite feel. 🇮🇸 #kiss #travel #couplegoals,2024-05-05 09:22:57.844384,False,https://www.tiktok.com/WrOZHQMqwv,52882,4893,1240,319423
harrisjoy,837212,91059,315,All government art us step peace. #dancemoms,2024-04-14 21:32:32.732020,True,https://www.tiktok.com/YJHZEvhdJH,5060,8085,9950,339752
johnwallace,60653,941667,714,Happy include enter late western else phone. ✅ smile deal,2024-04-25 13:52:01.907012,True,https://www.tiktok.com/kvdxaRWSUR,4065,263,743,70498
cowanamanda,582635,107367,342,Single challenge attention color increase set message. #fyp #tiktok,2024-04-26 15:54:59.787778,False,https://www.tiktok.com/eHrZejgMft,31742,6574,2989,773106
michael02,246039,355236,318,Government learn along car fine growth. 🙍🏽 🧘🏾‍♀️ 🦶 #fyp #kiss #instalove,2024-04-15 05:09:59.843124,False,https://www.tiktok.com/wWWklOoecf,38459,3617,2087,974163
jennifer09,165867,34508,173,Director choose my commercial why vote. protect into may a,2024-04-15 00:44:59.575085,True,https://www.tiktok.com/wBBKnlhuTU,37424,3160,2424,276025
gandersen,302210,965590,600,No raise executive million method son economic yard together occur concern break. 🇻🇺 🇰🇿 🍌 experience let kitchen type away,2024-05-04 17:23:39.424923,False,https://www.tiktok.com/IFdFuTWYdI,94794,4782,8688,129800
ericcoleman,590195,473285,411,Professional lay nor plant if least interesting large up cold then others west. grow cause myself while,2024-04-16 03:32:15.757607,True,https://www.tiktok.com/ggClDGVNbu,51432,7629,1467,685337
qmcdaniel,741075,616891,638,Ok maybe technology provide brother hear less everybody whatever be front weight. 🧖🏿 picture she help he fund,2024-05-01 03:17:59.348897,True,https://www.tiktok.com/YAJbjgPvXq,5930,1569,6946,738289
