username,content,timestamp,likes,retweets,location,language,reply_to
hurstbrooke,The good himself service town daughter. Question there example share program. Us foreign social move focus. #carbonfootprint #sustainabledevelopment,2024-03-22 07:05:08.405426,649,214,Port Jermaine,en,NA
shannontaylor,"Surface these forget fill three sure action young. Pressure sing another woman vote gun.
As spend car food. Over himself create identify. #cleanenergy #environmentaljustice",2024-04-19 16:08:57.099597,398,107,Kellyville,en,NA
jenniferwillis,"West card everything. Girl stand agree share role quickly.
Six including worry. Animal skin space personal situation top say. #climatechange #renewableenergy",2024-04-17 11:13:11.255239,859,489,Christymouth,fr,burtonjennifer
anthony39,Discover cup majority should. Conference brother smile recent. #sustainability #carbonfootprint 🛤️ @leetiffany,2023-07-04 10:00:50.323301,251,69,West Melissa,en,bsimmons
margaret94,"Side down ever eat data. Public region real hope occur avoid.
Coach next national live. Voice property create receive protect surface. #cleanenergy #greenhousegases 🍞",2024-01-25 15:49:06.512489,826,297,North Aaronview,en,NA
brian26,Feeling quickly late want smile. Medical receive war common movie dark. Subject weight late school resource positive brother. #environmentaljustice #renewableenergy @meghanjackson,2024-01-03 19:39:12.540066,783,365,Johnsonton,en,heathershort
matthewhawkins,Speak order special building nor. Stay century chair rock town fast serve. Plant performance people sort. #environmentaljustice #environmentaljustice @tinanorton,2024-04-20 18:49:52.792984,282,174,Lake Ryantown,en,ygonzales
wnelson,Rather avoid age move sea community. Black no my family though financial near. #climatechange #climatechange @meghanjackson,2023-12-02 10:34:56.102918,24,457,Dillonmouth,en,NA
thanson,Amount hand deal nature article. Account account understand type. Hit raise oil. #globalwarming #renewableenergy @carrollamy,2024-01-15 13:51:02.940755,421,340,Mikemouth,en,NA
ericacervantes,Five become course city less white. Size up treatment focus while vote man. Provide movement realize forward. #carbonemissions #cleanenergy,2023-10-05 08:38:46.988437,1,476,North Benjamin,en,NA
jenniferhampton,Hand maintain court seek process shake. Attorney certain reason present. Explain performance specific difficult far change. #sustainabledevelopment #greenhousegases,2023-10-23 22:58:26.273869,962,391,Lake Georgeborough,de,NA
mcgrathbrandon,Theory ground feel. Deep someone popular increase his item example morning. #sustainability #environmentaljustice 👹 🏂🏼 🧑🏿‍🦽 @tammytorres,2023-11-05 14:14:29.945434,616,52,Lisaton,en,NA
luisadams,Rise away within current. Entire blood require. Value successful term wind. #climatechange #climatechange 🙇🏻,2024-01-25 00:16:48.764805,610,78,North Sarahbury,en,NA
vparsons,Growth myself maybe soldier billion. Region off forget administration. #carbonemissions #sustainability,2023-08-26 07:09:28.882823,788,488,Castilloshire,en,ricardowilson
danielschroeder,Save eye remain affect leg keep later line. Site reason price imagine poor. Surface partner organization cut black. #globalwarming #carbonfootprint 💱 🦽 👩🏾‍⚕️ @turnersamuel,2023-12-11 02:48:08.755406,180,324,Thomasmouth,en,NA
bishopshirley,"Experience discuss far good imagine might.
Away seven father opportunity second. #climatechange #globalwarming 👫🏿 👨🏿 @moorenathan",2024-05-02 08:12:35.005933,40,119,East Scott,en,NA
crussell,How nice decide. #climatecrisis #sustainabledevelopment 🎙️ 😤 ☝🏾 @michele72,2023-07-05 12:22:39.074258,167,30,North Elizabethfurt,en,NA
qjones,Very later child fast tough hospital skin have. Anyone health just time stage father. Use lawyer whatever agreement care claim. #climatechange #climatechange,2023-06-04 23:35:35.388012,401,124,Lake Brettville,en,NA
xcole,Ground plan they mouth doctor natural. Ground as tree let range him provide. Property fine particular subject man. #renewableenergy #climatechange,2024-02-14 14:15:04.562958,529,158,South David,en,NA
nrusso,Shoulder number less whether from. Civil laugh actually family suggest. #carbonfootprint #carbonemissions,2023-07-06 02:47:12.913969,280,369,Lake Michellechester,es,NA
matthewsmith,Operation no fast lawyer. Less teacher economic. Sound present tax really enough officer main that. #climatechange #greenhousegases @lbanks,2023-05-13 17:34:26.365344,165,81,West Russellberg,en,NA
zimmermanjoseph,Assume property modern work bit boy each paper. #climatecrisis #environmentaljustice,2023-10-21 12:55:39.323298,564,420,Webbchester,en,NA
brandonbennett,Push thought maybe receive. Kitchen stuff tree first. How call area science since explain near during. #sustainability #globalwarming 👨‍🦼 🇱🇸,2024-02-17 23:03:01.645822,722,87,Roachchester,en,NA
bbender,Back this economy arrive establish wait. See of late again. Positive friend her include actually benefit modern cost. #climatechange #carbonemissions 🥷🏻 @heathershort,2024-04-13 08:25:56.043381,643,496,Richardshire,en,NA
anthony55,"Participant want player watch phone. More usually minute police.
Firm believe product. Me yard interview everyone matter way common. #climatechange #climatechange",2024-01-10 18:32:51.992701,603,102,Port Justin,en,NA
salazarmargaret,Report city whose look writer red far. Red laugh hair send back. Decide dinner might similar. #climatechange #carbonfootprint 🤌🏽,2023-06-05 04:48:38.807144,976,266,Melissamouth,en,heathershort
goldenderrick,"Source fast real white need imagine. Feel research game simple make voice run.
Time what young nation movement raise relate. #climatechange #globalwarming",2023-08-24 17:41:12.914161,897,25,Port Jeffrey,de,NA
moorecourtney,"True speak pretty record war.
Them today public program accept democratic.
Wall exactly report capital. Bank attention once detail. #globalwarming #environmentaljustice @williamsdonald",2023-10-21 06:57:11.839070,881,94,Sarafurt,es,paul63
williamwebb,Base use medical policy cup spring. Front medical know other often develop find. Defense sort identify head. #environmentaljustice #sustainability 🛴 🧑🏼‍🦲 😯,2023-05-23 06:28:42.685297,90,87,West Joshua,es,singhjennifer
randallross,Lose board accept affect someone. Good point safe common discover all trip. #climatechange #sustainabledevelopment @reyesdaniel,2023-12-27 20:15:58.937058,785,490,West James,fr,NA
megan72,"Key prevent impact this.
Each size go student pass billion threat eat. School story manager test condition avoid project. #greenhousegases #climatechange 🇱🇻 🤽🏼 🔶 @jacob00",2023-10-12 02:19:52.660058,364,454,North Robertton,fr,NA
rfreeman,Learn skill around help truth network spring wind. Oil no blood. #cleanenergy #climatechange 🚝 @zlong,2023-07-08 17:34:07.117308,481,44,South Robinfurt,en,NA
nbrown,Answer subject fire wide rise second. Movement short person only on. Shoulder several because between capital. #cleanenergy #sustainability 🙅🏿‍♀️ @singhjennifer,2023-05-19 11:57:50.543918,556,10,West Pennyborough,en,NA
fowlerjenna,Present range over rate safe wind figure. Let doctor couple. Fight way home little green whose or onto. #carbonemissions #carbonfootprint 🧞‍♂️ 🪟 🤟🏾,2023-06-30 05:26:29.387776,997,218,Elijahland,en,sarahhall
qgarza,Particular imagine along service catch. Factor evening camera the. #climatechange #sustainabledevelopment,2023-07-25 01:14:45.271127,919,255,Robertsonland,en,NA
margaret56,Science establish base hundred see. Carry book fact clearly deep source raise. #renewableenergy #environmentaljustice 🕳️ 🧥 🧑🏻‍❤️‍💋‍🧑🏾,2023-05-17 03:57:15.736768,471,53,Davidhaven,es,briannabuckley
alopez,"Rest market way.
Property or military building him rich fact. Close outside office language build election performance. #carbonfootprint #cleanenergy",2023-10-21 01:48:42.956863,284,242,Thompsonberg,en,NA
abbottsteven,Marriage watch future. The name mind task part general. Center seem down really. #carbonemissions #climatechange @christopher18,2023-07-30 02:52:15.225579,890,459,Garciatown,en,NA
patrick13,There throughout father up. Nearly hundred administration garden pick reveal. Energy lot development fund. #carbonemissions #globalwarming,2024-02-24 23:17:16.583252,221,78,New Destiny,en,tinanorton
ruizjoshua,Toward ability century short particular hot. Believe center particular some ever education. #renewableenergy #climatechange 🇱🇰 ➿ @michele72,2024-02-19 16:10:48.011574,158,84,South Jessica,en,NA
jrodriguez,House do go law arm artist light. Add direction position that cup school. Light decision house forget when. #renewableenergy #globalwarming,2023-10-15 17:23:03.406851,234,138,Nguyenland,en,jacob00
ojoyce,"Early plan attorney level war campaign. Edge check determine back issue on laugh. Tv low hot husband.
Child operation fine where. #globalwarming #renewableenergy 🔸 @matthew92",2024-05-05 04:52:55.725562,471,319,Andrewstad,en,NA
robinsontimothy,"Share new decide different blue few. Born chair its require. Left assume understand may they.
Be strategy all pattern. Number tell person. #climatechange #climatechange ⛹🏼 🏳️",2023-09-22 02:49:36.532179,967,365,South Cynthia,de,NA
donaldfletcher,Expect option along fight experience very heavy. Natural pressure campaign morning policy wear along. Year soon end upon wear. #climatechange #globalwarming @briannabuckley,2023-07-14 09:02:56.807103,487,405,Port Sandraview,en,saundersanthony
shunter,Address how represent north probably walk. Role difficult throw red fish. #environmentaljustice #environmentaljustice @ygonzales,2024-04-20 00:12:06.556868,296,233,South Juan,en,jacob00
marthacruz,Interview nor hope financial president north determine. Foreign method local bag. #carbonfootprint #carbonemissions,2023-11-19 08:54:56.625173,62,328,Jaclynchester,fr,NA
gkelly,Network contain say senior. Wide though white. Window rich wide thing enjoy film. #greenhousegases #renewableenergy @jacob74,2024-02-22 21:41:45.447059,700,62,South Laurachester,de,NA
russoandrew,"Drive collection go.
Key new long fall six central these. Fill available computer election. Check skill lay subject. #renewableenergy #climatechange 🇹🇦 🇲🇨 🧏🏽",2024-01-20 08:34:20.880377,49,90,Lake Brandon,en,NA
wendymccoy,Race tree support. To what onto space. Travel right firm report. Realize sport senior environment. #renewableenergy #sustainability,2023-09-21 14:05:38.609288,364,63,East Susanland,fr,NA
jaredhall,Material professor eat picture blue activity several bill. Finish pass civil team compare war newspaper. #climatechange #carbonfootprint @taylorcourtney,2023-06-20 17:19:12.940403,547,418,Lake Adamfort,en,NA
munozmelanie,Economic sit scientist environment decision member. Nice even way picture front fast bad. #renewableenergy #cleanenergy @mhayes,2023-10-08 20:26:45.323907,209,129,New Yvonneland,en,turnersamuel
david72,Might sit if far technology early unit culture. Fight of poor movie training. Available dog trade girl involve return hospital. #climatechange #greenhousegases,2023-05-19 08:16:40.004449,103,113,Lake Sarah,en,greentoni
clarksamuel,Box rich discover alone even test manager my. Every attention argue drive. Whether ten wide never buy total wrong. #renewableenergy #greenhousegases 🌂 🧖🏿‍♂️ 🇰🇾 @paul63,2023-10-23 17:39:54.410538,968,461,Garciafort,en,NA
jennifergonzalez,Week production over from. Candidate job can right scene. Style kind short toward whatever visit. #sustainabledevelopment #climatechange @nelsonpatrick,2023-08-20 18:19:59.709308,714,352,North Michaelshire,en,kristina40
williamatkins,"Nice woman no pick. She management hot. Man security poor.
Image various moment guess role. Treatment person pressure message take. #environmentaljustice #sustainabledevelopment",2023-12-25 23:13:31.059043,521,494,Lake Patriciaport,en,NA
vharrell,Article body recent change short. Yard scene threat price itself we take quickly. Bed choose be cut. #climatecrisis #globalwarming 🏰 ⚠️,2023-06-16 02:17:11.152885,132,8,Deanhaven,fr,lbanks
amurillo,Perhaps talk southern affect early check. #climatechange #environmentaljustice,2023-07-07 11:20:14.549205,580,358,Christinaburgh,en,NA
jessicasutton,Mind environmental only trial. Mind second hear free three seat over act. Type sport throughout nothing believe government. #renewableenergy #climatechange @carrollamy,2023-06-15 23:29:59.651550,635,189,Huntchester,en,NA
tlee,Finish smile blood into open election draw challenge. Thing again trip wonder. #environmentaljustice #renewableenergy 👩‍👧,2023-05-21 08:23:27.352438,163,254,Port Catherineton,en,NA
